archive,relative_path,zip_nesting_level,size
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION_v1.1_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0034/STEP12-H_CORE_V1_3_PRESERVATION_AUDIT.csv,2,2443
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION_v1.1_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0034/STEP12-H_FINAL_GATE_MATRIX.csv,2,1485
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION_v1.1_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0034/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION.md,2,3555
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION_v1.1_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0034/STEP12-H_PERMISSION_PRESET_FINAL_AUDIT.csv,2,1011
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION_v1.1_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0034/STEP12-H_PORTABLE_CHECKPOINT.json,2,673
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION_v1.1_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0034/STEP12-H_RLS_COVERAGE_HANDOFF_SNAPSHOT.csv,2,9857
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION_v1.1_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0034/STEP12-H_SHA256_SOURCE_MANIFEST.csv,2,2097
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION_v1.1_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0034/STEP12-H_SOURCE_DEEP_SCAN_INVENTORY.csv,2,2117
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-H_FINAL_RBAC_RLS_GATE_STEP13_HANDOFF_FULL_VERSION_v1.1_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0034/STEP12-H_v1.1_SECOND_DEEP_SCAN_REPORT.txt,2,802
/mnt/data/p1_v11_source_scan/src1/step12 sync core.zip,src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,1,71687
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/README.md,2,955
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_API_RLS_CONSISTENCY_MATRIX.csv,2,23315
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_CAPABILITY_PHYSICAL_ENFORCEMENT_MATRIX.csv,2,28452
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_CONTROLLED_PHYSICAL_DELTA_REGISTER.csv,2,2668
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_CORE_V1_3_PHYSICAL_INHERITANCE_AUDIT.csv,2,5615
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_EVIDENCE_PROVENANCE_MANIFEST.csv,2,3313
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_EVIDENCE_SOURCE_INVENTORY_v1.4.csv,2,1533
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_FINAL_PACKAGE_DEEP_SCAN_REPORT.csv,2,207
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_FINDING_REGISTER.csv,2,4524
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_FULL_VERSION.docx,2,39802
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_FULL_VERSION.md,2,8052
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_GATE_MATRIX.csv,2,1528
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_M01-M15_PHYSICAL_RLS_IMPACT_MATRIX.csv,2,1409
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_M10_PERMISSION_PRESET_PHYSICAL_READINESS_REGISTER.csv,2,1688
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_PHYSICAL_BASELINE_RECONCILIATION_MATRIX.csv,2,462
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_PORTABLE_CHECKPOINT.json,2,702
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_RECURSIVE_SOURCE_DEEP_SCAN_REPORT.csv,2,1804
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_RLS_COVERAGE_MATRIX.csv,2,9791
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_RLS_POLICY_TRACEABILITY_MATRIX.csv,2,8622
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_ROLE_PERMISSION_CAPABILITY_RLS_MATRIX.csv,2,23634
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_RUNTIME_VERIFICATION_RESIDUAL_REGISTER.csv,2,521
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_SECURITY_CRITICAL_RESOURCE_REGISTER.csv,2,3828
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_SHA256_MANIFEST.csv,2,2463
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_SHA256_MANIFEST_PREBUILD.csv,2,2463
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_STEP12F_HANDOFF_REGISTER.csv,2,1733
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-G_PHYSICAL_RLS_RUNTIME_RESIDUAL_GATE_FULL_VERSION_v1.4_FULL_REBUILD.zip,src1/__nested__/0033/__nested__/0035/STEP12-G_ZERO_POLICY_TABLE_REGISTER.csv,2,4033
/mnt/data/p1_v11_source_scan/src1/step12 sync core.zip,src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,1,76997
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/README.md,2,462
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_API_AUTHORIZATION_TRACEABILITY_MATRIX.csv,2,57358
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_API_DATA_ENTITY_MATRIX.csv,2,91600
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_API_FLOW_MATRIX.csv,2,56272
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_CAPABILITY_API_MATRIX.csv,2,19666
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_CONTROLLED_API_RESIDUAL_REGISTER.csv,2,2272
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_CORE_V1_3_INHERITANCE_RECONCILIATION_AUDIT.csv,2,3020
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_CROSS_MODULE_AUTHORIZATION_TRACEABILITY_MATRIX.csv,2,1706
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_FINAL_PACKAGE_DEEP_SCAN_REPORT.csv,2,182
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_FINDING_REGISTER.csv,2,2181
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_FULL_VERSION.docx,2,37142
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_FULL_VERSION.md,2,2979
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_GATE_MATRIX.csv,2,1491
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_M01-M15_IMPACT_MATRIX.csv,2,2488
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_MISSING_AUTHORIZATION_API_REGISTER.csv,2,576
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_ORPHAN_CAPABILITY_REGISTER.csv,2,21219
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_PORTABLE_CHECKPOINT.json,2,886
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_PROTECTED_API_AUTHORIZATION_COVERAGE.csv,2,65732
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_RECURSIVE_SOURCE_DEEP_SCAN_REPORT.csv,2,1909
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_ROLE_PERMISSION_CAPABILITY_API_MATRIX.csv,2,118023
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_SHA256_MANIFEST.csv,2,2312
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_SOURCE_EVIDENCE_PROVENANCE_MANIFEST.csv,2,632
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-F_API_DATA_FLOW_AUTHORIZATION_TRACEABILITY_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0036/STEP12-F_STEP12E_HANDOFF_REGISTER.csv,2,424
/mnt/data/p1_v11_source_scan/src1/step12 sync core.zip,src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,1,54632
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/README.md,2,476
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_AUTHORIZATION_DEPENDENCY_MATRIX.csv,2,12834
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_CAPABILITY_OWNERSHIP_MATRIX.csv,2,9188
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_CONTROLLED_RESIDUAL_REGISTER.csv,2,541
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_CORE_V1_3_INHERITANCE_RECONCILIATION_AUDIT.csv,2,5263
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_CORE_V1_3_SCOPE_GAP_AUDIT.csv,2,2613
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION.docx,2,37297
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION.md,2,1799
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_MATRIX.csv,2,2886
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_CROSS_MODULE_CONFLICT_FINDING_REGISTER.csv,2,1346
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_FINAL_PACKAGE_DEEP_SCAN_REPORT.csv,2,175
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_GATE_MATRIX.csv,2,1075
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_M01-M15_AUTHORITY_BOUNDARY_IMPACT_MATRIX.csv,2,784
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_M01-M15_AUTHORITY_BOUNDARY_MATRIX_FULL.csv,2,2413
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_M10_AUTHORIZATION_AUTHORITY_VERIFICATION.csv,2,832
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_PORTABLE_CHECKPOINT.json,2,552
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_RECURSIVE_SOURCE_DEEP_SCAN_REPORT.csv,2,905
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_SCOPE_CONDITION_OWNERSHIP_ORGANIZATION_BOUNDARY_MATRIX.csv,2,19539
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_SHA256_MANIFEST.csv,2,2364
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_SOURCE_EVIDENCE_PROVENANCE_MANIFEST.csv,2,1731
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-E_CROSS_MODULE_AUTHORIZATION_RECONCILIATION_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0037/STEP12-E_STEP12D_HANDOFF_REGISTER.csv,2,671
/mnt/data/p1_v11_source_scan/src1/step12 sync core.zip,src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,1,72672
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/README.md,2,476
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_API_DATA_RLS_DEPENDENCY_REGISTER.csv,2,17320
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_CAPABILITY_RESOURCE_MAPPING.csv,2,9212
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_CONDITION_PHYSICAL_ENFORCEMENT_REGISTER.csv,2,12920
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_CONTROLLED_PHYSICAL_DELTA_REGISTER.csv,2,1363
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_CORE_V1_3_PHYSICAL_AUTHORIZATION_INHERITANCE_REGISTER.csv,2,2848
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_CORE_V1_3_SCOPE_GAP_AUDIT.csv,2,1179
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_CROSS_MODULE_RLS_CONFLICT_REGISTER.csv,2,1298
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_GATE_MATRIX.csv,2,1064
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_LOGICAL_ENTITY_TO_PHYSICAL_TABLE_MAPPING.csv,2,11146
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_M01-M15_PHYSICAL_AUTHORIZATION_IMPACT_MATRIX.csv,2,798
/mnt/data/p1_v11_source_scan/src1/__nested__/0033/STEP12-D_PHYSICAL_AUTHORIZATION_RLS_MAPPING_ENFORCEMENT_FULL_VERSION_v1.1_CORRECTED.zip,src1/__nested__/0033/__nested__/0038/STEP12-D_M10_PERMISSION_PRESET_PHYSICAL_MAPPING.csv,2,1667
